Value,Count,bps_alabama,evt_alabama,Value_1,Count_1,BPS_CODE,ZONE,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,PRC_REPLAC,PRC_MIXED,PRC_SURFAC,FRG_NEW,R,G,B,RED,GREEN,BLUE,Aref,Bref,Cref,Dref,Eref,Agref,Urref,Unref,Ueref,Value_12,Count_12,EVT_NAME,LFRDB,EVT_FUEL,EVT_FUEL_N,EVT_LF,EVT_PHYS,EVT_GP,EVT_GP_N,SAF_SRM,EVT_ORDER,EVT_CLASS,EVT_SBCLS,R_1,G_1,B_1,RED_1,GREEN_1,BLUE_1
1192,419.000000000000000,2101,7376,2101,15238.000000000000000,13300,48,13300_46_48_54_55_56_99,Southern Coastal Plain Dry Upland Hardwood Forest,Hardwood,197,98,8,7,4,7,89,I-B,245,231,186,0.960784000000000,0.905882000000000,0.729412000000000,11,18,37,22,12,0,0,0,0,7376,7512609.000000000000000,Southern Ridge and Valley / Cumberland Dry Calcareous Forest,7376,2376,Tr Southern Ridge and Valley/Cumberland Dry Calcareous Forest,Tree,Hardwood,660,White Oak-Red Oak-Hickory Forest and Woodland,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,85,187,194,0.333333000000000,0.733333000000000,0.760784000000000
1193,1663.000000000000000,2101,7353,2101,15238.000000000000000,13300,48,13300_46_48_54_55_56_99,Southern Coastal Plain Dry Upland Hardwood Forest,Hardwood,197,98,8,7,4,7,89,I-B,245,231,186,0.960784000000000,0.905882000000000,0.729412000000000,11,18,37,22,12,0,0,0,0,7353,9659233.000000000000000,Southern Appalachian Low-Elevation Pine Forest,7353,2353,Tr Southern Appalachian Low-Elevation Pine Forest,Tree,Conifer,695,Virginia Pine Forest,SAF 79: Virginia Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,10,61,128,0.039216000000000,0.239216000000000,0.501961000000000
1194,31.000000000000000,1776,9585,1776,3813342.000000000000000,14550,46,14550_46_99,East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods,Riparian,78,-9999,8,7,9,-9999,91,I-B,77,33,156,0.301961000000000,0.129412000000000,0.611765000000000,18,24,7,12,39,0,0,0,0,9585,27328.000000000000000,East Gulf Coastal Plain Small Stream and River Floodplain Shrubland,9085,2474,Tr Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Shrub,Riparian,668,Eastern Small Stream Riparian Forests,SAF 92: Sweetgum-Willow Oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,145,255,115,0.568627000000000,1.000000000000000,0.450980000000000
1195,2.000000000000000,1764,7398,1764,17323005.000000000000000,13070,46,13070_46_47_48,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,Hardwood,388,89,9,8,2,9,89,I-B,222,205,149,0.870588000000000,0.803922000000000,0.584314000000000,6,16,27,34,17,0,0,0,0,7398,21202.000000000000000,Cumberland Sandstone Glade and Barrens,7398,2398,Tr Cumberland Sandstone Glade and Barrens,Tree,Conifer-Hardwood,670,Glades and Barrens,LF 55: Appalachian Grass and Shrub Balds,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,82,52,34,0.321569000000000,0.203922000000000,0.133333000000000
1196,4.000000000000000,2102,7398,2102,47464.000000000000000,13490,48,13490_46_48_54_55_99,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,Conifer,116,766,3,3,3,1,96,I-A,152,176,0,0.596078000000000,0.690196000000000,0.000000000000000,14,9,31,37,9,0,0,0,0,7398,21202.000000000000000,Cumberland Sandstone Glade and Barrens,7398,2398,Tr Cumberland Sandstone Glade and Barrens,Tree,Conifer-Hardwood,670,Glades and Barrens,LF 55: Appalachian Grass and Shrub Balds,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,82,52,34,0.321569000000000,0.203922000000000,0.133333000000000
1197,21.000000000000000,2101,7315,2101,15238.000000000000000,13300,48,13300_46_48_54_55_56_99,Southern Coastal Plain Dry Upland Hardwood Forest,Hardwood,197,98,8,7,4,7,89,I-B,245,231,186,0.960784000000000,0.905882000000000,0.729412000000000,11,18,37,22,12,0,0,0,0,7315,33929514.000000000000000,Southern Appalachian Oak Forest,7315,2315,Tr Southern Appalachian Oak Forest,Tree,Hardwood,661,Chestnut Oak Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,13,69,133,0.050980000000000,0.270588000000000,0.521569000000000
1198,64.000000000000000,1769,7353,1769,12131097.000000000000000,13300,46,13300_46_48_54_55_56_99,Southern Coastal Plain Dry Upland Hardwood Forest,Hardwood,197,98,8,7,4,7,89,I-B,245,231,186,0.960784000000000,0.905882000000000,0.729412000000000,11,18,37,22,12,0,0,0,0,7353,9659233.000000000000000,Southern Appalachian Low-Elevation Pine Forest,7353,2353,Tr Southern Appalachian Low-Elevation Pine Forest,Tree,Conifer,695,Virginia Pine Forest,SAF 79: Virginia Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,10,61,128,0.039216000000000,0.239216000000000,0.501961000000000
1199,563.000000000000000,1764,7317,1764,17323005.000000000000000,13070,46,13070_46_47_48,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,Hardwood,388,89,9,8,2,9,89,I-B,222,205,149,0.870588000000000,0.803922000000000,0.584314000000000,6,16,27,34,17,0,0,0,0,7317,37566580.000000000000000,Allegheny-Cumberland Dry Oak Forest and Woodland,7317,2317,Tr Allegheny-Cumberland Dry Oak Forest and Woodland,Tree,Hardwood,661,Chestnut Oak Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,13,69,133,0.050980000000000,0.270588000000000,0.521569000000000
1200,251.000000000000000,1764,7353,1764,17323005.000000000000000,13070,46,13070_46_47_48,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,Hardwood,388,89,9,8,2,9,89,I-B,222,205,149,0.870588000000000,0.803922000000000,0.584314000000000,6,16,27,34,17,0,0,0,0,7353,9659233.000000000000000,Southern Appalachian Low-Elevation Pine Forest,7353,2353,Tr Southern Appalachian Low-Elevation Pine Forest,Tree,Conifer,695,Virginia Pine Forest,SAF 79: Virginia Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,10,61,128,0.039216000000000,0.239216000000000,0.501961000000000
1201,67.000000000000000,1781,7317,1781,22306422.000000000000000,14740,46,14740_46_47_48_55_56_58_60_99,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,477,202,131,68,14,34,52,III-A,171,185,235,0.670588000000000,0.725490000000000,0.921569000000000,16,23,4,24,33,0,0,0,0,7317,37566580.000000000000000,Allegheny-Cumberland Dry Oak Forest and Woodland,7317,2317,Tr Allegheny-Cumberland Dry Oak Forest and Woodland,Tree,Hardwood,661,Chestnut Oak Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,13,69,133,0.050980000000000,0.270588000000000,0.521569000000000
1202,40.000000000000000,1781,7353,1781,22306422.000000000000000,14740,46,14740_46_47_48_55_56_58_60_99,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,477,202,131,68,14,34,52,III-A,171,185,235,0.670588000000000,0.725490000000000,0.921569000000000,16,23,4,24,33,0,0,0,0,7353,9659233.000000000000000,Southern Appalachian Low-Elevation Pine Forest,7353,2353,Tr Southern Appalachian Low-Elevation Pine Forest,Tree,Conifer,695,Virginia Pine Forest,SAF 79: Virginia Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,10,61,128,0.039216000000000,0.239216000000000,0.501961000000000
1203,8448.000000000000000,2102,7317,2102,47464.000000000000000,13490,48,13490_46_48_54_55_99,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,Conifer,116,766,3,3,3,1,96,I-A,152,176,0,0.596078000000000,0.690196000000000,0.000000000000000,14,9,31,37,9,0,0,0,0,7317,37566580.000000000000000,Allegheny-Cumberland Dry Oak Forest and Woodland,7317,2317,Tr Allegheny-Cumberland Dry Oak Forest and Woodland,Tree,Hardwood,661,Chestnut Oak Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,13,69,133,0.050980000000000,0.270588000000000,0.521569000000000
1204,3.000000000000000,1781,7315,1781,22306422.000000000000000,14740,46,14740_46_47_48_55_56_58_60_99,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,477,202,131,68,14,34,52,III-A,171,185,235,0.670588000000000,0.725490000000000,0.921569000000000,16,23,4,24,33,0,0,0,0,7315,33929514.000000000000000,Southern Appalachian Oak Forest,7315,2315,Tr Southern Appalachian Oak Forest,Tree,Hardwood,661,Chestnut Oak Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,13,69,133,0.050980000000000,0.270588000000000,0.521569000000000
1205,5060.000000000000000,1770,7546,1770,10659607.000000000000000,13490,46,13490_46_48_54_55_99,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,Conifer,116,766,3,3,3,1,96,I-A,152,176,0,0.596078000000000,0.690196000000000,0.000000000000000,14,9,31,37,9,0,0,0,0,7546,342655.000000000000000,East Gulf Coastal Plain Interior Shortleaf Pine-Oak Forest,7372,2546,Tr East Gulf Coastal Plain Interior Shortleaf Pine-Oak Forest,Tree,Conifer-Hardwood,690,Shortleaf Pine-Oak Forest and Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116,214,190,0.454902000000000,0.839216000000000,0.745098000000000
1206,1.000000000000000,1781,7376,1781,22306422.000000000000000,14740,46,14740_46_47_48_55_56_58_60_99,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,477,202,131,68,14,34,52,III-A,171,185,235,0.670588000000000,0.725490000000000,0.921569000000000,16,23,4,24,33,0,0,0,0,7376,7512609.000000000000000,Southern Ridge and Valley / Cumberland Dry Calcareous Forest,7376,2376,Tr Southern Ridge and Valley/Cumberland Dry Calcareous Forest,Tree,Hardwood,660,White Oak-Red Oak-Hickory Forest and Woodland,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,85,187,194,0.333333000000000,0.733333000000000,0.760784000000000
1207,158.000000000000000,2101,7296,2101,15238.000000000000000,13300,48,13300_46_48_54_55_56_99,Southern Coastal Plain Dry Upland Hardwood Forest,Hardwood,197,98,8,7,4,7,89,I-B,245,231,186,0.960784000000000,0.905882000000000,0.729412000000000,11,18,37,22,12,0,0,0,0,7296,105818610.000000000000000,Developed-Low Intensity,7296,2902,Bau Developed-Low Intensity,Developed,Developed-Low Intensity,22,Developed-Low Intensity,LF 20: Developed,No Dominant Lifeform,No Dominant Lifeform,Developed,255,122,143,1.000000000000000,0.478431000000000,0.560784000000000
1208,3.000000000000000,1769,7315,1769,12131097.000000000000000,13300,46,13300_46_48_54_55_56_99,Southern Coastal Plain Dry Upland Hardwood Forest,Hardwood,197,98,8,7,4,7,89,I-B,245,231,186,0.960784000000000,0.905882000000000,0.729412000000000,11,18,37,22,12,0,0,0,0,7315,33929514.000000000000000,Southern Appalachian Oak Forest,7315,2315,Tr Southern Appalachian Oak Forest,Tree,Hardwood,661,Chestnut Oak Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,13,69,133,0.050980000000000,0.270588000000000,0.521569000000000
1209,124.000000000000000,1769,7317,1769,12131097.000000000000000,13300,46,13300_46_48_54_55_56_99,Southern Coastal Plain Dry Upland Hardwood Forest,Hardwood,197,98,8,7,4,7,89,I-B,245,231,186,0.960784000000000,0.905882000000000,0.729412000000000,11,18,37,22,12,0,0,0,0,7317,37566580.000000000000000,Allegheny-Cumberland Dry Oak Forest and Woodland,7317,2317,Tr Allegheny-Cumberland Dry Oak Forest and Woodland,Tree,Hardwood,661,Chestnut Oak Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,13,69,133,0.050980000000000,0.270588000000000,0.521569000000000
1210,355.000000000000000,2102,7906,2102,47464.000000000000000,13490,48,13490_46_48_54_55_99,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,Conifer,116,766,3,3,3,1,96,I-A,152,176,0,0.596078000000000,0.690196000000000,0.000000000000000,14,9,31,37,9,0,0,0,0,7906,12655153.000000000000000,Eastern Cool Temperate Urban Evergreen Forest,7906,2914,Dtc Urban Evergreen Forest,Tree,Developed,14,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,170,102,205,0.666667000000000,0.400000000000000,0.803922000000000
1211,3595.000000000000000,2102,7353,2102,47464.000000000000000,13490,48,13490_46_48_54_55_99,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,Conifer,116,766,3,3,3,1,96,I-A,152,176,0,0.596078000000000,0.690196000000000,0.000000000000000,14,9,31,37,9,0,0,0,0,7353,9659233.000000000000000,Southern Appalachian Low-Elevation Pine Forest,7353,2353,Tr Southern Appalachian Low-Elevation Pine Forest,Tree,Conifer,695,Virginia Pine Forest,SAF 79: Virginia Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,10,61,128,0.039216000000000,0.239216000000000,0.501961000000000
1212,625.000000000000000,2102,7905,2102,47464.000000000000000,13490,48,13490_46_48_54_55_99,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,Conifer,116,766,3,3,3,1,96,I-A,152,176,0,0.596078000000000,0.690196000000000,0.000000000000000,14,9,31,37,9,0,0,0,0,7905,18988776.000000000000000,Eastern Cool Temperate Urban Deciduous Forest,7905,2913,Dtd Urban Deciduous Forest,Tree,Developed,13,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,112,68,137,0.439216000000000,0.266667000000000,0.537255000000000
1213,803.000000000000000,2102,7296,2102,47464.000000000000000,13490,48,13490_46_48_54_55_99,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,Conifer,116,766,3,3,3,1,96,I-A,152,176,0,0.596078000000000,0.690196000000000,0.000000000000000,14,9,31,37,9,0,0,0,0,7296,105818610.000000000000000,Developed-Low Intensity,7296,2902,Bau Developed-Low Intensity,Developed,Developed-Low Intensity,22,Developed-Low Intensity,LF 20: Developed,No Dominant Lifeform,No Dominant Lifeform,Developed,255,122,143,1.000000000000000,0.478431000000000,0.560784000000000
1214,460.000000000000000,2102,7297,2102,47464.000000000000000,13490,48,13490_46_48_54_55_99,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,Conifer,116,766,3,3,3,1,96,I-A,152,176,0,0.596078000000000,0.690196000000000,0.000000000000000,14,9,31,37,9,0,0,0,0,7297,48886614.000000000000000,Developed-Medium Intensity,7297,2903,Bau Developed-Medium Intensity,Developed,Developed-Medium Intensity,23,Developed-Medium Intensity,LF 20: Developed,No Dominant Lifeform,No Dominant Lifeform,Developed,253,44,79,0.992157000000000,0.172549000000000,0.309804000000000
1215,203.000000000000000,2102,7908,2102,47464.000000000000000,13490,48,13490_46_48_54_55_99,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,Conifer,116,766,3,3,3,1,96,I-A,152,176,0,0.596078000000000,0.690196000000000,0.000000000000000,14,9,31,37,9,0,0,0,0,7908,20143534.000000000000000,Eastern Cool Temperate Urban Herbaceous,7908,2916,Dgr Urban Herbaceous,Herb,Developed,16,Developed-Upland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,202,122,245,0.792157000000000,0.478431000000000,0.960784000000000
1216,12.000000000000000,1776,7353,1776,3813342.000000000000000,14550,46,14550_46_99,East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods,Riparian,78,-9999,8,7,9,-9999,91,I-B,77,33,156,0.301961000000000,0.129412000000000,0.611765000000000,18,24,7,12,39,0,0,0,0,7353,9659233.000000000000000,Southern Appalachian Low-Elevation Pine Forest,7353,2353,Tr Southern Appalachian Low-Elevation Pine Forest,Tree,Conifer,695,Virginia Pine Forest,SAF 79: Virginia Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,10,61,128,0.039216000000000,0.239216000000000,0.501961000000000
1217,118.000000000000000,2101,7906,2101,15238.000000000000000,13300,48,13300_46_48_54_55_56_99,Southern Coastal Plain Dry Upland Hardwood Forest,Hardwood,197,98,8,7,4,7,89,I-B,245,231,186,0.960784000000000,0.905882000000000,0.729412000000000,11,18,37,22,12,0,0,0,0,7906,12655153.000000000000000,Eastern Cool Temperate Urban Evergreen Forest,7906,2914,Dtc Urban Evergreen Forest,Tree,Developed,14,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,170,102,205,0.666667000000000,0.400000000000000,0.803922000000000
1218,49.000000000000000,2101,7908,2101,15238.000000000000000,13300,48,13300_46_48_54_55_56_99,Southern Coastal Plain Dry Upland Hardwood Forest,Hardwood,197,98,8,7,4,7,89,I-B,245,231,186,0.960784000000000,0.905882000000000,0.729412000000000,11,18,37,22,12,0,0,0,0,7908,20143534.000000000000000,Eastern Cool Temperate Urban Herbaceous,7908,2916,Dgr Urban Herbaceous,Herb,Developed,16,Developed-Upland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,202,122,245,0.792157000000000,0.478431000000000,0.960784000000000
1219,66.000000000000000,2101,7926,2101,15238.000000000000000,13300,48,13300_46_48_54_55_56_99,Southern Coastal Plain Dry Upland Hardwood Forest,Hardwood,197,98,8,7,4,7,89,I-B,245,231,186,0.960784000000000,0.905882000000000,0.729412000000000,11,18,37,22,12,0,0,0,0,7926,3164493.000000000000000,Eastern Cool Temperate Developed Evergreen Forest,7926,2909,Dtc Developed Evergreen Forest,Tree,Developed,14,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,102,119,205,0.400000000000000,0.466667000000000,0.803922000000000
1220,3707.000000000000000,2103,7295,2103,1463913.000000000000000,13510,48,13510_48_54_59,Southeastern Interior Longleaf Pine Woodland,Conifer,552,299,3,3,1,1,98,I-A,143,161,26,0.560784000000000,0.631373000000000,0.101961000000000,8,1,26,63,2,0,0,0,0,7295,7352699.000000000000000,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,7295,32,Bab Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Barren,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,32,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,LF 20: Developed,Non-vegetated,Non-vegetated,Developed,230,232,250,0.901961000000000,0.909804000000000,0.980392000000000
1221,5.000000000000000,1782,7353,1782,13310322.000000000000000,14800,46,14800_46_56_58_60_64_65_66,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,-9999,-9999,221,221,-9999,-9999,100,V-A,102,212,179,0.400000000000000,0.831373000000000,0.701961000000000,9,17,74,0,0,0,0,0,0,7353,9659233.000000000000000,Southern Appalachian Low-Elevation Pine Forest,7353,2353,Tr Southern Appalachian Low-Elevation Pine Forest,Tree,Conifer,695,Virginia Pine Forest,SAF 79: Virginia Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,10,61,128,0.039216000000000,0.239216000000000,0.501961000000000
1222,14.000000000000000,1776,7317,1776,3813342.000000000000000,14550,46,14550_46_99,East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods,Riparian,78,-9999,8,7,9,-9999,91,I-B,77,33,156,0.301961000000000,0.129412000000000,0.611765000000000,18,24,7,12,39,0,0,0,0,7317,37566580.000000000000000,Allegheny-Cumberland Dry Oak Forest and Woodland,7317,2317,Tr Allegheny-Cumberland Dry Oak Forest and Woodland,Tree,Hardwood,661,Chestnut Oak Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,13,69,133,0.050980000000000,0.270588000000000,0.521569000000000
1223,27.000000000000000,1776,7998,1776,3813342.000000000000000,14550,46,14550_46_99,East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods,Riparian,78,-9999,8,7,9,-9999,91,I-B,77,33,156,0.301961000000000,0.129412000000000,0.611765000000000,18,24,7,12,39,0,0,0,0,7998,399083.000000000000000,Eastern Warm Temperate Wheat,7998,2968,Da Wheat,Agriculture,Agricultural,68,Agricultural-Wheat,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,250,227,163,0.980392000000000,0.890196000000000,0.639216000000000
1224,5.000000000000000,1764,7376,1764,17323005.000000000000000,13070,46,13070_46_47_48,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,Hardwood,388,89,9,8,2,9,89,I-B,222,205,149,0.870588000000000,0.803922000000000,0.584314000000000,6,16,27,34,17,0,0,0,0,7376,7512609.000000000000000,Southern Ridge and Valley / Cumberland Dry Calcareous Forest,7376,2376,Tr Southern Ridge and Valley/Cumberland Dry Calcareous Forest,Tree,Hardwood,660,White Oak-Red Oak-Hickory Forest and Woodland,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,85,187,194,0.333333000000000,0.733333000000000,0.760784000000000
